Input,Output Albicans GeneID,Paralog count,Name,Merged
CLUG_04408,C3_03880C_A,0,PEP8,CLUG_04408 (PEP8)
CLUG_04409,C3_06870W_A,0,TDH3,CLUG_04409 (TDH3)
CLUG_04412,C3_03890W_A,0,CSC25,CLUG_04412 (CSC25)
CLUG_04413,CR_03150W_A,0,SYS3,CLUG_04413 (SYS3)
CLUG_04414,CR_03160W_A,0,N/A,CLUG_04414
CLUG_04416,C3_01410C_A,0,ALI1,CLUG_04416 (ALI1)
CLUG_04417,C3_01400W_A,0,END3,CLUG_04417 (END3)
CLUG_04418,C4_01450W_A,0,PWP1,CLUG_04418 (PWP1)
CLUG_04419,C4_07080C_A,15,N/A,CLUG_04419
CLUG_04420,C4_01440W_A,0,NMT1,CLUG_04420 (NMT1)
CLUG_04421,C4_01470W_A,0,N/A,CLUG_04421
CLUG_04422,C4_01490W_A,0,NIP1,CLUG_04422 (NIP1)
CLUG_04423,C4_01500W_A,0,NCS6,CLUG_04423 (NCS6)
CLUG_04424,C7_00660W_A,0,GAC1,CLUG_04424 (GAC1)
CLUG_04425,C7_00550C_A,0,GLN4,CLUG_04425 (GLN4)
CLUG_04426,C2_08690C_A,4,N/A,CLUG_04426
CLUG_04427,C3_02360C_A,0,N/A,CLUG_04427
CLUG_04428,C7_00720W_A,0,RTF1,CLUG_04428 (RTF1)
CLUG_04430,C7_00760C_A,0,N/A,CLUG_04430
CLUG_04431,C2_01580W_A,0,REX2,CLUG_04431 (REX2)
CLUG_04432,C7_00740W_A,0,RIM15,CLUG_04432 (RIM15)
CLUG_04433,C4_04000W_A,1,MET4,CLUG_04433 (MET4)
CLUG_04434,C1_11310C_A,1,PSP1,CLUG_04434 (PSP1)
CLUG_04436,C7_00890C_A,0,MCM1,CLUG_04436 (MCM1)
CLUG_04437,C7_00910C_A,0,N/A,CLUG_04437
CLUG_04438,CR_06090W_A,0,N/A,CLUG_04438
CLUG_04441,C7_00930W_A,0,GPH1,CLUG_04441 (GPH1)
CLUG_04442,C1_05770C_A,3,PRC3,CLUG_04442 (PRC3)
CLUG_04443,C7_00950W_A,0,YML6,CLUG_04443 (YML6)
CLUG_04444,C7_00960W_A,1,RPS18,CLUG_04444 (RPS18)
CLUG_04445,C1_02810W_A,0,RAD16,CLUG_04445 (RAD16)
CLUG_04446,C1_02820W_A,0,LYS2,CLUG_04446 (LYS2)
CLUG_04448,C1_02840W_A,0,PDE2,CLUG_04448 (PDE2)
CLUG_04449,C1_02850W_A,0,VTS1,CLUG_04449 (VTS1)
CLUG_04450,C1_02860C_A,0,YKT6,CLUG_04450 (YKT6)
CLUG_04451,C1_02870W_A,1,YPT7,CLUG_04451 (YPT7)
CLUG_04452,C1_02880C_A,0,MIA40,CLUG_04452 (MIA40)
CLUG_04455,C1_02920W_A,0,CDC73,CLUG_04455 (CDC73)
CLUG_04456,C1_02930C_A,0,MST1,CLUG_04456 (MST1)
CLUG_04457,C1_02940C_A,0,N/A,CLUG_04457
CLUG_04458,C1_02950W_A,0,N/A,CLUG_04458
CLUG_04459,C1_02960C_A,1,N/A,CLUG_04459
CLUG_04460,C1_02970W_A,0,N/A,CLUG_04460
CLUG_04461,C1_02630C_A,2,EXG2,CLUG_04461 (EXG2)
CLUG_04462,C1_03000W_A,3,HOL1,CLUG_04462 (HOL1)
CLUG_04463,C1_03010W_A,1,RPP1A,CLUG_04463 (RPP1A)
CLUG_04464,C1_03020C_A,0,RPL13,CLUG_04464 (RPL13)
CLUG_04465,C1_00690W_A,0,RIC1,CLUG_04465 (RIC1)
CLUG_04466,C1_00700W_A,0,N/A,CLUG_04466
CLUG_04467,C1_00710C_A,0,TUB2,CLUG_04467 (TUB2)
CLUG_04468,C1_06900C_A,0,MMD1,CLUG_04468 (MMD1)
CLUG_04469,C1_00660C_A,0,N/A,CLUG_04469
CLUG_04470,C1_00650C_A,0,SNF7,CLUG_04470 (SNF7)
CLUG_04471,C1_00640C_A,1,RPO41,CLUG_04471 (RPO41)
CLUG_04472,C1_00620W_A,0,MOB2,CLUG_04472 (MOB2)
CLUG_04473,C1_00610W_A,0,PSD1,CLUG_04473 (PSD1)
CLUG_04474,C1_00600W_A,0,APC1,CLUG_04474 (APC1)
CLUG_04475,C1_00590W_A,0,TUF1,CLUG_04475 (TUF1)
CLUG_04476,C1_00580W_A,0,N/A,CLUG_04476
CLUG_04477,C1_00530C_A,4,N/A,CLUG_04477
CLUG_04479,C1_00560W_A,0,CNS1,CLUG_04479 (CNS1)
CLUG_04480,C1_00530C_A,4,N/A,CLUG_04480
CLUG_04481,C1_00550W_A,0,CIS2,CLUG_04481 (CIS2)
CLUG_04482,C1_01740W_A,0,CTN1,CLUG_04482 (CTN1)
CLUG_04485,C1_03730C_A,0,MNS1,CLUG_04485 (MNS1)
CLUG_04486,C1_03740W_A,0,WAR1,CLUG_04486 (WAR1)
CLUG_04488,C1_03750W_A,0,N/A,CLUG_04488
CLUG_04489,C1_03760C_A,0,STR2,CLUG_04489 (STR2)
CLUG_04490,C1_03780C_A,0,HMG1,CLUG_04490 (HMG1)
CLUG_04492,C4_05570C_A,0,TUB4,CLUG_04492 (TUB4)
CLUG_04493,C4_05560C_A,0,ARO9,CLUG_04493 (ARO9)
CLUG_04494,C1_11120C_A,1,N/A,CLUG_04494
CLUG_04495,C1_02620C_A,1,HOM6,CLUG_04495 (HOM6)
CLUG_04496,C4_05460C_A,0,OFD1,CLUG_04496 (OFD1)
CLUG_04497,C4_05450C_A,1,CBR1,CLUG_04497 (CBR1)
CLUG_04498,C4_05440C_A,0,N/A,CLUG_04498
CLUG_04499,C1_07120W_A,12,GAP4,CLUG_04499 (GAP4)
CLUG_04500,C4_05420C_A,0,TSC2,CLUG_04500 (TSC2)
CLUG_04501,C4_05400C_A,0,N/A,CLUG_04501
CLUG_04502,C4_05370W_A,0,PUF3,CLUG_04502 (PUF3)
CLUG_04504,C4_05350W_A,0,HSV2,CLUG_04504 (HSV2)
CLUG_04505,C4_05340W_A,0,N/A,CLUG_04505
CLUG_04506,C4_05330C_A,0,N/A,CLUG_04506
CLUG_04507,C4_05320W_A,0,LYS1,CLUG_04507 (LYS1)
CLUG_04509,C4_05300W_A,0,XKS1,CLUG_04509 (XKS1)
CLUG_04511,C4_05130C_A,0,ALD6,CLUG_04511 (ALD6)
CLUG_04512,C4_05140C_A,0,GDB1,CLUG_04512 (GDB1)
CLUG_04514,C4_05140C_A,0,GDB1,CLUG_04514 (GDB1)
CLUG_04515,C4_05140C_A,0,GDB1,CLUG_04515 (GDB1)
CLUG_04517,C2_04870C_A,0,N/A,CLUG_04517
CLUG_04518,C2_04860W_A,0,PZF1,CLUG_04518 (PZF1)
CLUG_04520,C1_10690W_A,1,N/A,CLUG_04520
CLUG_04521,C2_02810C_A,0,NCB2,CLUG_04521 (NCB2)
CLUG_04522,C2_02800W_A,0,N/A,CLUG_04522
CLUG_04523,C2_02720W_A,1,N/A,CLUG_04523
CLUG_04524,C2_02730W_A,0,N/A,CLUG_04524
CLUG_04525,C2_02760W_A,0,LHS1,CLUG_04525 (LHS1)
CLUG_04526,C4_03880W_A,15,N/A,CLUG_04526
CLUG_04527,C2_02770W_A,0,N/A,CLUG_04527
CLUG_04528,C2_02780C_A,0,BUB2,CLUG_04528 (BUB2)
CLUG_04529,C2_02710C_A,0,N/A,CLUG_04529
CLUG_04530,C2_02700C_A,0,N/A,CLUG_04530
CLUG_04531,C2_02690W_A,0,SER2,CLUG_04531 (SER2)
CLUG_04532,C1_03820W_A,1,PDR16,CLUG_04532 (PDR16)
CLUG_04534,C2_02660W_A,0,N/A,CLUG_04534
CLUG_04537,C2_02970C_A,1,ALD5,CLUG_04537 (ALD5)
CLUG_04539,CR_05260C_A,0,KCS1,CLUG_04539 (KCS1)
CLUG_04540,C3_01810C_A,2,MNT1,CLUG_04540 (MNT1)
CLUG_04541,C1_10070C_A,5,MNN23,CLUG_04541 (MNN23)
CLUG_04542,CR_05310W_A,0,N/A,CLUG_04542
CLUG_04543,C3_05160C_A,0,DBP10,CLUG_04543 (DBP10)
CLUG_04544,C3_05150W_A,0,N/A,CLUG_04544
CLUG_04545,C3_05140C_A,0,N/A,CLUG_04545
CLUG_04547,C3_05130C_A,0,THI4,CLUG_04547 (THI4)
CLUG_04548,C2_06230W_A,0,YSH1,CLUG_04548 (YSH1)
CLUG_04549,C2_06240W_A,0,SMD2,CLUG_04549 (SMD2)
CLUG_04551,C2_06210C_A,0,SER1,CLUG_04551 (SER1)
CLUG_04552,C2_06200C_A,0,GUF1,CLUG_04552 (GUF1)
CLUG_04553,C2_06190W_A,0,ILV1,CLUG_04553 (ILV1)
CLUG_04554,C2_08020C_A,0,N/A,CLUG_04554
CLUG_04555,C2_08040C_A,0,RPS10,CLUG_04555 (RPS10)
CLUG_04556,C2_02040W_A,0,N/A,CLUG_04556
CLUG_04557,C2_02050C_A,0,N/A,CLUG_04557
CLUG_04558,C1_03210C_A,1,CDC12,CLUG_04558 (CDC12)
CLUG_04559,C2_02090W_A,0,NMD4,CLUG_04559 (NMD4)
CLUG_04560,C2_02100W_A,1,SNF2,CLUG_04560 (SNF2)
CLUG_04561,C2_02110C_A,0,N/A,CLUG_04561
CLUG_04562,C2_02120W_A,0,N/A,CLUG_04562
CLUG_04563,C2_02150C_A,0,RNA14,CLUG_04563 (RNA14)
CLUG_04564,C2_02160W_A,0,SAM37,CLUG_04564 (SAM37)
CLUG_04565,C2_02170W_A,0,N/A,CLUG_04565
CLUG_04566,C2_02180W_A,0,N/A,CLUG_04566
CLUG_04568,C2_02200W_A,0,ZRC1,CLUG_04568 (ZRC1)
CLUG_04570,C2_02200W_A,0,ZRC1,CLUG_04570 (ZRC1)
CLUG_04571,C2_02250C_A,0,OPI1,CLUG_04571 (OPI1)
CLUG_04573,CR_01740W_A,0,MCI4,CLUG_04573 (MCI4)
CLUG_04574,CR_01750C_A,0,SEC4,CLUG_04574 (SEC4)
CLUG_04575,CR_01760C_A,0,FRS1,CLUG_04575 (FRS1)
CLUG_04578,CR_01760C_A,0,FRS1,CLUG_04578 (FRS1)
CLUG_04579,CR_01770C_A,0,N/A,CLUG_04579
CLUG_04581,CR_01780W_A,0,N/A,CLUG_04581
CLUG_04582,CR_01800C_A,0,HST2,CLUG_04582 (HST2)
CLUG_04583,CR_01820W_A,0,N/A,CLUG_04583
CLUG_04584,CR_01820W_A,0,N/A,CLUG_04584
CLUG_04585,C4_02070W_A,2,PHO114,CLUG_04585 (PHO114)
CLUG_04586,C2_04710C_A,3,URE2,CLUG_04586 (URE2)
CLUG_04587,C2_05590C_A,0,N/A,CLUG_04587
CLUG_04590,C2_05550W_A,1,N/A,CLUG_04590
CLUG_04591,C2_05540C_A,0,N/A,CLUG_04591
CLUG_04592,C3_02420C_A,0,PET111,CLUG_04592 (PET111)
CLUG_04593,C2_06890C_A,5,N/A,CLUG_04593
CLUG_04594,C3_04030C_A,0,PEX8,CLUG_04594 (PEX8)
CLUG_04595,C3_02350W_A,0,N/A,CLUG_04595
CLUG_04596,C3_02370C_A,0,ALR1,CLUG_04596 (ALR1)
CLUG_04597,C3_04060C_A,0,HEM13,CLUG_04597 (HEM13)
CLUG_04599,C7_00580C_A,0,N/A,CLUG_04599
CLUG_04600,C7_00590W_A,0,N/A,CLUG_04600
CLUG_04601,C7_00600C_A,0,N/A,CLUG_04601
CLUG_04602,C7_00610C_A,0,N/A,CLUG_04602
CLUG_04603,C7_00620W_A,0,GUS1,CLUG_04603 (GUS1)
CLUG_04604,C1_04910C_A,0,N/A,CLUG_04604
CLUG_04605,C2_07630C_A,0,N/A,CLUG_04605
CLUG_04606,C2_07610C_A,0,N/A,CLUG_04606
CLUG_04607,C2_07600C_A,0,MSC7,CLUG_04607 (MSC7)
CLUG_04608,C2_07590W_A,0,VMA10,CLUG_04608 (VMA10)
CLUG_04609,C2_07560W_A,0,SWR1,CLUG_04609 (SWR1)
CLUG_04610,C2_07560W_A,0,SWR1,CLUG_04610 (SWR1)
CLUG_04611,C2_07560W_A,0,SWR1,CLUG_04611 (SWR1)
CLUG_04613,C2_07550W_A,0,N/A,CLUG_04613
CLUG_04614,C2_07540W_A,0,N/A,CLUG_04614
CLUG_04615,C2_07520C_A,1,N/A,CLUG_04615
CLUG_04616,C2_07510W_A,0,N/A,CLUG_04616
CLUG_04617,C2_07500C_A,0,MED4,CLUG_04617 (MED4)
CLUG_04618,C2_07490W_A,0,HEM15,CLUG_04618 (HEM15)
CLUG_04619,C1_00760W_A,1,N/A,CLUG_04619
CLUG_04620,C2_07470W_A,0,YCS4,CLUG_04620 (YCS4)
CLUG_04622,C2_07460W_A,0,TAF4,CLUG_04622 (TAF4)
CLUG_04623,C2_07450C_A,0,RCL1,CLUG_04623 (RCL1)
CLUG_04624,C2_07330W_A,0,TOR1,CLUG_04624 (TOR1)
CLUG_04625,C2_07330W_A,0,TOR1,CLUG_04625 (TOR1)
CLUG_04626,C2_07330W_A,0,TOR1,CLUG_04626 (TOR1)
CLUG_04627,C2_07330W_A,0,TOR1,CLUG_04627 (TOR1)
CLUG_04628,C2_07320W_A,0,ARP3,CLUG_04628 (ARP3)
CLUG_04629,C2_07310W_A,1,CCT5,CLUG_04629 (CCT5)
CLUG_04630,C2_07290W_A,0,LIA1,CLUG_04630 (LIA1)
CLUG_04631,C2_07300C_A,0,RPA12,CLUG_04631 (RPA12)
CLUG_04632,CR_02420W_A,0,N/A,CLUG_04632
CLUG_04633,CR_02430C_A,0,N/A,CLUG_04633
CLUG_04634,CR_02430C_A,0,N/A,CLUG_04634
CLUG_04635,C2_04360W_A,1,N/A,CLUG_04635
CLUG_04636,C2_07660W_A,0,PDS5,CLUG_04636 (PDS5)
CLUG_04637,C2_07660W_A,0,PDS5,CLUG_04637 (PDS5)
CLUG_04638,C2_07670C_A,0,GLE1,CLUG_04638 (GLE1)
CLUG_04639,C2_06810C_A,1,RPL11,CLUG_04639 (RPL11)
CLUG_04640,C2_07690W_A,0,N/A,CLUG_04640
CLUG_04641,C1_06850W_A,2,PCL7,CLUG_04641 (PCL7)
CLUG_04642,C6_03830W_A,2,SAL6,CLUG_04642 (SAL6)
CLUG_04643,C1_04220C_A,1,N/A,CLUG_04643
CLUG_04644,C6_03720W_A,0,ALA1,CLUG_04644 (ALA1)
CLUG_04645,C1_13640W_A,1,CUP2,CLUG_04645 (CUP2)
CLUG_04646,C1_09170W_A,0,CTA8,CLUG_04646 (CTA8)
CLUG_04647,C6_01090C_A,0,N/A,CLUG_04647
CLUG_04648,C2_04700C_A,1,N/A,CLUG_04648
CLUG_04649,C6_01160W_A,0,RCN1,CLUG_04649 (RCN1)
CLUG_04650,C4_01120C_A,1,N/A,CLUG_04650
CLUG_04653,C6_00990W_A,0,RIM9,CLUG_04653 (RIM9)
CLUG_04654,C6_00970C_A,1,HAL21,CLUG_04654 (HAL21)
CLUG_04655,C6_01050W_A,0,N/A,CLUG_04655
CLUG_04656,C6_01040C_A,0,N/A,CLUG_04656
CLUG_04657,C2_02900W_A,0,ERI1,CLUG_04657 (ERI1)
CLUG_04658,C2_06490W_A,0,PNG1,CLUG_04658 (PNG1)
CLUG_04659,CR_06900C_A,0,ALG6,CLUG_04659 (ALG6)
CLUG_04660,C4_01220C_A,1,N/A,CLUG_04660
CLUG_04661,C4_01230C_A,0,N/A,CLUG_04661
CLUG_04663,C4_02670W_A,0,N/A,CLUG_04663
CLUG_04665,C4_02550C_A,0,EMP70,CLUG_04665 (EMP70)
CLUG_04666,C4_02550C_A,0,EMP70,CLUG_04666 (EMP70)
CLUG_04670,C5_01440C_A,0,PFA5,CLUG_04670 (PFA5)
CLUG_04671,C2_09460C_A,5,RHA1,CLUG_04671 (RHA1)
CLUG_04672,C4_02520C_A,0,N/A,CLUG_04672
CLUG_04673,C3_07500W_A,1,VAN1,CLUG_04673 (VAN1)
CLUG_04674,C1_13280C_A,0,N/A,CLUG_04674
CLUG_04675,C1_13300C_A,0,RPN1,CLUG_04675 (RPN1)
CLUG_04676,C1_13300C_A,0,RPN1,CLUG_04676 (RPN1)
CLUG_04677,C1_13310W_A,0,ECM25,CLUG_04677 (ECM25)
CLUG_04678,C1_13320C_A,0,N/A,CLUG_04678
CLUG_04679,C1_13330C_A,1,N/A,CLUG_04679
CLUG_04682,C1_13360C_A,0,RMP1,CLUG_04682 (RMP1)
CLUG_04683,C1_13370W_A,0,N/A,CLUG_04683
CLUG_04684,C1_12630C_A,0,CWC15,CLUG_04684 (CWC15)
CLUG_04686,C1_12620W_A,0,SPA2,CLUG_04686 (SPA2)
CLUG_04687,C3_02600C_A,0,SLC1,CLUG_04687 (SLC1)
CLUG_04688,C3_04610W_A,0,MEA1,CLUG_04688 (MEA1)
CLUG_04689,C4_04850C_A,1,CSR1,CLUG_04689 (CSR1)
CLUG_04690,C3_04490W_A,0,RAX1,CLUG_04690 (RAX1)
CLUG_04692,C3_04510W_A,0,N/A,CLUG_04692
CLUG_04693,C3_04520C_A,0,ADE2,CLUG_04693 (ADE2)
CLUG_04695,C3_04540C_A,0,N/A,CLUG_04695
CLUG_04696,C1_13610C_A,2,KIS2,CLUG_04696 (KIS2)
CLUG_04697,C1_12730W_A,1,RVS162,CLUG_04697 (RVS162)
CLUG_04698,C1_12740W_A,0,N/A,CLUG_04698
CLUG_04699,C1_12750C_A,0,N/A,CLUG_04699
CLUG_04700,C1_12760W_A,0,BCP1,CLUG_04700 (BCP1)
CLUG_04701,C1_12770W_A,0,RPG1A,CLUG_04701 (RPG1A)
CLUG_04703,C1_12780W_A,0,RBK1,CLUG_04703 (RBK1)
CLUG_04704,C1_12790C_A,1,FEN1,CLUG_04704 (FEN1)
CLUG_04705,C1_12810W_A,0,RIB7,CLUG_04705 (RIB7)
CLUG_04706,C1_12820C_A,0,N/A,CLUG_04706
CLUG_04707,C1_12830C_A,0,N/A,CLUG_04707
CLUG_04708,C1_12840W_A,0,MHF1,CLUG_04708 (MHF1)
CLUG_04709,C1_03070C_A,1,ORC1,CLUG_04709 (ORC1)
CLUG_04711,C1_12340C_A,0,MRPS9,CLUG_04711 (MRPS9)
CLUG_04712,C1_12240C_A,0,N/A,CLUG_04712
CLUG_04713,C1_12260W_A,0,VPH2,CLUG_04713 (VPH2)
CLUG_04714,C1_12270W_A,1,SRT1,CLUG_04714 (SRT1)
CLUG_04715,C1_12250C_A,0,N/A,CLUG_04715
CLUG_04717,C1_12290C_A,0,RBD1,CLUG_04717 (RBD1)
CLUG_04718,C1_12310C_A,0,CSI2,CLUG_04718 (CSI2)
CLUG_04719,C1_12450C_A,0,IRA2,CLUG_04719 (IRA2)
CLUG_04721,C1_12450C_A,0,IRA2,CLUG_04721 (IRA2)
CLUG_04723,C1_12440W_A,0,REX4,CLUG_04723 (REX4)
CLUG_04725,C1_12410C_A,1,PKH2,CLUG_04725 (PKH2)
CLUG_04726,C1_12380C_A,0,WRS1,CLUG_04726 (WRS1)
CLUG_04727,C1_12370W_A,0,N/A,CLUG_04727
CLUG_04728,C1_12360C_A,1,RIB3,CLUG_04728 (RIB3)
CLUG_04729,C1_12350W_A,0,N/A,CLUG_04729
CLUG_04730,C4_02720C_A,0,N/A,CLUG_04730
CLUG_04731,C7_00310C_A,0,N/A,CLUG_04731
CLUG_04732,C5_03480C_A,0,N/A,CLUG_04732
CLUG_04733,C7_01560C_A,1,NUP,CLUG_04733 (NUP)
CLUG_04735,C6_02570C_A,0,SEC20,CLUG_04735 (SEC20)
CLUG_04736,C6_02560W_A,0,N/A,CLUG_04736
CLUG_04738,C6_02610C_A,0,CDC37,CLUG_04738 (CDC37)
CLUG_04739,C6_02610C_A,0,CDC37,CLUG_04739 (CDC37)
CLUG_04740,C6_02620C_A,0,N/A,CLUG_04740
CLUG_04741,C6_02630C_A,0,N/A,CLUG_04741
CLUG_04742,C6_04500C_A,0,TSM1,CLUG_04742 (TSM1)
CLUG_04743,C6_04510C_A,0,N/A,CLUG_04743
CLUG_04744,C6_04520W_A,0,ILS1,CLUG_04744 (ILS1)
CLUG_04745,C6_04530C_A,0,N/A,CLUG_04745
CLUG_04746,C1_09230C_A,7,GRP1,CLUG_04746 (GRP1)
CLUG_04747,C1_03680W_A,1,ENG1,CLUG_04747 (ENG1)
CLUG_04748,C1_09400C_A,3,FTR1,CLUG_04748 (FTR1)
CLUG_04749,C1_14320C_A,1,N/A,CLUG_04749
CLUG_04750,C1_14310W_A,0,N/A,CLUG_04750
CLUG_04751,C1_14300C_A,0,NCR1,CLUG_04751 (NCR1)
CLUG_04754,C1_14390W_A,0,RPC10,CLUG_04754 (RPC10)
CLUG_04755,CR_10190C_A,0,N/A,CLUG_04755
CLUG_04757,C2_03250W_A,0,AVT7,CLUG_04757 (AVT7)
CLUG_04758,C3_05730C_A,0,LAC1,CLUG_04758 (LAC1)
CLUG_04759,C3_05740C_A,0,SSN8,CLUG_04759 (SSN8)
CLUG_04761,C3_05760W_A,0,N/A,CLUG_04761
CLUG_04762,C3_05770C_A,1,SAM50,CLUG_04762 (SAM50)
CLUG_04763,C2_10230W_A,0,N/A,CLUG_04763
CLUG_04764,C3_05890W_A,0,TRM12,CLUG_04764 (TRM12)
CLUG_04765,C3_05880C_A,0,N/A,CLUG_04765
CLUG_04766,C3_05870C_A,0,UBP1,CLUG_04766 (UBP1)
CLUG_04767,C3_05860C_A,0,N/A,CLUG_04767
CLUG_04768,C3_05850W_A,0,FYV10,CLUG_04768 (FYV10)
CLUG_04769,C4_06230C_A,0,N/A,CLUG_04769
CLUG_04770,C3_05180W_A,0,RHB1,CLUG_04770 (RHB1)
CLUG_04771,CR_07160C_A,1,N/A,CLUG_04771
CLUG_04772,CR_07850W_A,0,N/A,CLUG_04772
CLUG_04773,CR_07860C_A,0,ASF1,CLUG_04773 (ASF1)
CLUG_04774,CR_07570W_A,0,N/A,CLUG_04774
CLUG_04775,CR_07580C_A,0,TSC11,CLUG_04775 (TSC11)
CLUG_04777,CR_07950W_A,0,IMP4,CLUG_04777 (IMP4)
CLUG_04778,CR_07960C_A,0,TRK1,CLUG_04778 (TRK1)
CLUG_04779,CR_01330W_A,1,CPA2,CLUG_04779 (CPA2)
CLUG_04780,CR_01330W_A,1,CPA2,CLUG_04780 (CPA2)
CLUG_04781,CR_06770C_A,1,N/A,CLUG_04781
CLUG_04782,CR_06770C_A,1,N/A,CLUG_04782
CLUG_04785,C1_04240C_A,1,HHF1,CLUG_04785 (HHF1)
CLUG_04786,CR_06820W_A,0,N/A,CLUG_04786
CLUG_04787,C2_09250W_A,1,N/A,CLUG_04787
CLUG_04788,CR_06610W_A,0,STE2,CLUG_04788 (STE2)
CLUG_04789,C1_13610C_A,2,KIS2,CLUG_04789 (KIS2)
CLUG_04790,C4_01100C_A,0,AGP2,CLUG_04790 (AGP2)
CLUG_04791,C5_01250W_A,0,GPR1,CLUG_04791 (GPR1)
CLUG_04792,C1_09210C_A,4,N/A,CLUG_04792
CLUG_04793,C5_01280C_A,0,NUF2,CLUG_04793 (NUF2)
CLUG_04794,C5_01290C_A,0,N/A,CLUG_04794
CLUG_04795,C5_01300C_A,0,N/A,CLUG_04795
CLUG_04796,C5_01310W_A,0,N/A,CLUG_04796
CLUG_04797,C1_11400C_A,2,GIN4,CLUG_04797 (GIN4)
CLUG_04798,C1_04870W_A,9,SAP7,CLUG_04798 (SAP7)
CLUG_04799,C5_01340W_A,0,HST3,CLUG_04799 (HST3)
CLUG_04800,C5_01350W_A,0,N/A,CLUG_04800
CLUG_04801,C5_01400W_A,1,SEF2,CLUG_04801 (SEF2)
CLUG_04802,C5_01410C_A,0,N/A,CLUG_04802
CLUG_04803,C1_02700C_A,4,N/A,CLUG_04803
CLUG_04804,C5_01430C_A,0,N/A,CLUG_04804
CLUG_04805,C1_03470C_A,2,N/A,CLUG_04805
CLUG_04806,C1_03460C_A,0,N/A,CLUG_04806
CLUG_04807,C5_00630C_A,0,EXO1,CLUG_04807 (EXO1)
CLUG_04808,C5_00620W_A,0,CGI121,CLUG_04808 (CGI121)
CLUG_04809,C5_00610C_A,0,N/A,CLUG_04809
CLUG_04810,C5_00690C_A,0,TFB3,CLUG_04810 (TFB3)
CLUG_04811,C1_03480C_A,0,AGE1,CLUG_04811 (AGE1)
CLUG_04812,C4_00880W_A,0,N/A,CLUG_04812
CLUG_04813,C4_00890W_A,0,ARO1,CLUG_04813 (ARO1)
CLUG_04814,C4_00340W_A,0,PTC7,CLUG_04814 (PTC7)
CLUG_04815,C2_04780W_A,4,N/A,CLUG_04815
CLUG_04816,C2_04780W_A,4,N/A,CLUG_04816
CLUG_04817,C2_04780W_A,4,N/A,CLUG_04817
CLUG_04818,C1_03190C_A,2,ECM33,CLUG_04818 (ECM33)
CLUG_04819,C1_13270W_A,0,N/A,CLUG_04819
CLUG_04820,C1_13250W_A,0,N/A,CLUG_04820
CLUG_04821,C1_13240W_A,0,N/A,CLUG_04821
CLUG_04822,C1_03150C_A,1,N/A,CLUG_04822
CLUG_04824,C1_13220C_A,0,AKR1,CLUG_04824 (AKR1)
CLUG_04825,C1_13200C_A,0,REX3,CLUG_04825 (REX3)
CLUG_04826,C1_13170C_A,1,MSH6,CLUG_04826 (MSH6)
CLUG_04827,C1_13190W_A,0,N/A,CLUG_04827
CLUG_04828,C4_02500C_A,0,ADR1,CLUG_04828 (ADR1)
CLUG_04829,C4_02710C_A,0,GRX3,CLUG_04829 (GRX3)
CLUG_04830,C4_02700W_A,0,N/A,CLUG_04830
CLUG_04831,C4_02570C_A,1,N/A,CLUG_04831
CLUG_04832,C4_02590C_A,0,SLX4,CLUG_04832 (SLX4)
CLUG_04833,C4_02590C_A,0,SLX4,CLUG_04833 (SLX4)
CLUG_04835,C2_01920C_A,2,N/A,CLUG_04835
CLUG_04837,C4_00940W_A,0,N/A,CLUG_04837
CLUG_04840,C5_02240W_A,0,PTH2,CLUG_04840 (PTH2)
CLUG_04841,C2_01950C_A,0,AMN1,CLUG_04841 (AMN1)
CLUG_04842,C1_00780C_A,0,HGC1,CLUG_04842 (HGC1)
CLUG_04844,C2_09130C_A,1,IFF6,CLUG_04844 (IFF6)
CLUG_04847,C5_04930C_A,0,MAL31,CLUG_04847 (MAL31)
CLUG_04848,C1_09230C_A,7,GRP1,CLUG_04848 (GRP1)
CLUG_04849,C7_00240W_A,0,N/A,CLUG_04849
CLUG_04851,C6_03600C_A,2,N/A,CLUG_04851
CLUG_04852,C7_04330C_A,0,SYS1,CLUG_04852 (SYS1)
CLUG_04853,CR_10550W_A,0,DRS1,CLUG_04853 (DRS1)
CLUG_04854,C7_03080W_A,0,LMO1,CLUG_04854 (LMO1)
CLUG_04855,C4_00280W_A,0,STE24,CLUG_04855 (STE24)
CLUG_04856,C4_06930C_A,0,EXM2,CLUG_04856 (EXM2)
CLUG_04857,C4_00100C_A,0,N/A,CLUG_04857
CLUG_04858,C1_00220W_A,2,PHR2,CLUG_04858 (PHR2)
CLUG_04859,C1_00220W_A,2,PHR2,CLUG_04859 (PHR2)
CLUG_04860,C2_10870W_A,1,N/A,CLUG_04860
CLUG_04862,C2_10860C_A,0,N/A,CLUG_04862
CLUG_04863,C2_10850C_A,0,N/A,CLUG_04863
CLUG_04864,C1_09210C_A,4,N/A,CLUG_04864
CLUG_04865,C1_09210C_A,4,N/A,CLUG_04865
CLUG_04866,C2_10840W_A,0,RDH54,CLUG_04866 (RDH54)
CLUG_04868,C2_10820C_A,0,N/A,CLUG_04868
CLUG_04870,C2_10810W_A,0,SLT11,CLUG_04870 (SLT11)
CLUG_04872,C2_10790C_A,0,ALG14,CLUG_04872 (ALG14)
CLUG_04873,C2_10780C_A,0,PSO2,CLUG_04873 (PSO2)
CLUG_04874,C2_10770W_A,0,RPC11,CLUG_04874 (RPC11)
